Alloy System,Element A,Element B,Composition,Critical Cooling Rate,CompositionA,col1,col2,col3,col4,col5,col6,col7
AlNi,Al,Ni,0.66,10.00585834922733,0.33999999999999997,0.21192574219824167,0.43959642281307076,0.701592822140465,0.30457966872273656,0.5679524302219651,0.36048399396013275,0.046449392526544564
AlNi,Al,Ni,0.67,10.095852936159137,0.32999999999999996,0.911671831223247,0.914949612481467,0.385628790494733,0.17937064242869416,0.3667959626126853,0.8131114397018313,0.30778375536601776
AlNi,Al,Ni,0.68,10.187512987788079,0.31999999999999995,0.908845841581843,0.6389858482433403,0.9835622674395589,0.3044931828991304,0.3996032795363237,0.8372384160073149,0.7398803332944304
AlNi,Al,Ni,0.6900000000000001,10.280838504114154,0.30999999999999994,0.8916133008494006,0.07742814716582425,0.9762020440428245,0.8292924400087348,0.6240692516922917,0.3520714833107582,0.06872046846181845
AlNi,Al,Ni,0.7000000000000001,10.375829485137356,0.29999999999999993,0.1888528224769539,0.2109613183464638,0.021783520768237308,0.4671742935334585,0.09766933244187248,0.2946533379346097,0.6613966284464353
AlNi,Al,Ni,0.71,10.472485930857696,0.29000000000000004,0.719065395893326,0.044127215555024524,0.12454923785401784,0.4752140435931105,0.2127172664107716,0.6574503176678833,0.6695343307863946
AlNi,Al,Ni,0.72,10.570807841275165,0.28,0.6734797227224428,0.47240398714314613,0.44786815229544197,0.6101494782356423,0.17033533726532235,0.025377761540054444,0.78965236608479
AlNi,Al,Ni,0.73,10.670795216389767,0.27,0.18892161628092108,0.11462371983252129,0.9518851159352105,0.894688859702542,0.05350490333733737,0.363141637449111,0.3727366937590749
AlNi,Al,Ni,0.74,10.772448056201501,0.26,0.215547574427695,0.32639226545169564,0.8934282931816586,0.17454157069859,0.5131185546203463,0.21447372173754808,0.44752803503394123
AlNi,Al,Ni,0.75,10.875766360710369,0.25,0.00040825697630553215,0.7807777306314144,0.04992128329886791,0.22590401522421,0.8074219120892379,0.19011933864522412,0.3755728701237083
AlNi,Al,Ni,0.76,10.980750129916366,0.24,0.13260594289389172,0.8104509202349763,0.680273298976699,0.4769361900808301,0.3600292760512196,0.5813618644369304,0.2359271408568112
AlNi,Al,Ni,0.77,11.087399363819499,0.22999999999999998,0.308342565483511,0.23267492308075244,0.7155264102614638,0.1941964943801494,0.8341627390837555,0.49974133910195917,0.6195403161108467
AlNi,Al,Ni,0.78,11.19571406241976,0.21999999999999997,0.9501788995693637,0.4110568060792955,0.696849699123037,0.623913838592438,0.17351523563355042,0.7406996292013874,0.2866804614027417
AlNi,Al,Ni,0.79,11.305694225717158,0.20999999999999996,0.42400329646505797,0.4476632989271173,0.24568302147501675,0.4143939169904427,0.409642847861161,0.35682036990360066,0.17312427942410769
AlNi,Al,Ni,0.8,11.417339853711685,0.19999999999999996,0.6628636805400977,0.21835403678550624,0.38752736756924777,0.48978829887347775,0.572178003857719,0.06605061869970352,0.7557578348093725
AlNi,Al,Ni,0.81,11.530650946403345,0.18999999999999995,0.3122840976314173,0.49486142228623875,0.8835971873467132,0.36568874034658083,0.6145644824552223,0.28349343977018393,0.010437328380965116
AlNi,Al,Ni,0.8200000000000001,11.645627503792138,0.17999999999999994,0.00026606894818181903,0.13194968248091044,0.9708425639748867,0.8396519731025139,0.3034069391882279,0.2908273460367863,0.6916900553214962
AlNi,Al,Ni,0.8300000000000001,11.762269525878061,0.16999999999999993,0.9971801064044347,0.9543924672976379,0.7402219526889182,0.6261617026102443,0.1574733534164766,0.6969891515644783,0.21916713619218142
AlNi,Al,Ni,0.84,11.880577012661117,0.16000000000000003,0.894388807568384,0.8965462459464068,0.4534384699654884,0.8285924110245554,0.25143577457616395,0.6599095068807567,0.9242721499389247
AlNi,Al,Ni,0.85,12.000549964141307,0.15000000000000002,0.5872782628024038,0.8786456995169739,0.7349143881853095,0.09513681349785996,0.4283673431913224,0.6865379163857471,0.4502269638039589
AlNi,Al,Ni,0.86,12.122188380318626,0.14,0.6608006164990369,0.3188413821801639,0.11497865498613591,0.9674234209873268,0.8609519289771128,0.9478491844788777,0.9801861661361676
AlNi,Al,Ni,0.87,12.245492261193078,0.13,0.05157069730205199,0.17110359324184232,0.6879630591280715,0.5607530737702199,0.8131451090331239,0.4945186547703422,0.21505580822029413
AlNi,Al,Ni,0.88,12.370461606764664,0.12,0.19307645421503594,0.2383276197688059,0.883077008975688,0.17446951052963955,0.590927267850189,0.5968586664257806,0.9602665414600926
AlNi,Al,Ni,0.89,12.497096417033383,0.10999999999999999,0.6209551431384607,0.7570474363602648,0.2952893072663877,0.7132372137285565,0.23351344091836024,0.020958899548595422,0.1735321628903862
AlNi,Al,Ni,0.9,12.625396691999232,0.09999999999999998,0.20245071216827504,0.47013573073515635,0.64604480781589,0.19739438982764934,0.7579480282624994,0.37530080535359156,0.9708555569876206
AlNi,Al,Ni,0.91,12.755362431662213,0.08999999999999997,0.6958955973430281,0.7324449217096415,0.08531385710948003,0.9056212188279025,0.06671855884394728,0.11995442697221792,0.7502162096116306
AlNi,Al,Ni,0.92,12.886993636022329,0.07999999999999996,0.8511344570675956,0.7248983590601656,0.9637587883784222,0.9925544385092787,0.35159370802392675,0.4701343133392871,0.7406909189679288
AlNi,Al,Ni,0.93,13.020290305079577,0.06999999999999995,0.22823905181649984,0.014882359250490751,0.46527380298319154,0.3021874121304039,0.5262338349606172,0.1919654795195993,0.8407306390323585
AlNi,Al,Ni,0.9400000000000001,13.155252438833955,0.05999999999999994,0.5519110221079807,0.08494944413403538,0.6842274324166365,0.8059260207640393,0.5429510844811729,0.10769814799951183,0.32731762867842507
AlNi,Al,Ni,0.9500000000000001,13.291880037285463,0.04999999999999993,0.018178725589539813,0.07263340428525489,0.047095870751322266,0.040131567723939,0.5253574133102084,0.0645541836925495,0.5620990898307127
AlNi,Al,Ni,0.96,13.430173100434105,0.040000000000000036,0.22531601505182441,0.39833269655496495,0.4460035955570437,0.9802926139164659,0.6031011028481126,0.5561901196085268,0.8129542965639743
AlNi,Al,Ni,0.97,13.570131628279881,0.030000000000000027,0.24504413233859568,0.23393565223741142,0.30354709919354594,0.8851035454168493,0.6175436958129111,0.27298544490812404,0.1317695695320077
AlNi,Al,Ni,0.98,13.71175562082279,0.020000000000000018,0.3106907876828079,0.2470247335529404,0.4725054528602508,0.31028417148673504,0.07807849627541552,0.15263990892403223,0.5655851981940431
AlNi,Al,Ni,0.99,13.855045078062828,0.010000000000000009,0.9995489215477571,0.21592292647377753,0.281066108810093,0.9722432725182205,0.5368139777595475,0.48658654039332383,0.6132457668163405
CuMg,Cu,Mg,0.01,13.435631399341547,0.99,0.9448326852783951,0.835372998620102,0.12624916969577593,0.9014958856744218,0.5955583716381965,0.552375865368842,0.6614510516320155
CuMg,Cu,Mg,0.02,12.888728839392488,0.98,0.19331441653439507,0.30793310869035195,0.8856797529134957,0.628243899603146,0.839435077208755,0.6132003017329514,0.9603190129915482
CuMg,Cu,Mg,0.03,12.359292320152825,0.97,0.09634931755264431,0.41845304138971984,0.9190714960146429,0.011099611078982052,0.3427796152890328,0.06230049517546199,0.057563671839833574
CuMg,Cu,Mg,0.04,11.847321841622565,0.96,0.622679009230148,0.7057225539963089,0.657290657676126,0.7425069145271117,0.09740198233933561,0.5058143064940773,0.21902700468308
CuMg,Cu,Mg,0.05,11.352817403801696,0.95,0.9472797648245065,0.865669187812217,0.4640140996562987,0.9894007435008515,0.36144550439067646,0.214227725835895,0.2925263733412914
CuMg,Cu,Mg,0.06,10.875779006690228,0.94,0.9455140328033153,0.20014711895603943,0.01678656909955678,0.42019135343904046,0.933754094886577,0.21198995530407527,0.364430010523509
CuMg,Cu,Mg,0.07,10.416206650288157,0.9299999999999999,0.6996084014422063,0.3720877166822545,0.8457832684649984,0.5019692510107483,0.3508692244297116,0.8262941139269622,0.42775164176262026
CuMg,Cu,Mg,0.08,9.974100334595482,0.92,0.26107959872796926,0.7813600034161816,0.2358146222323586,0.08089756264627601,0.8300216194941794,0.7513750064739314,0.2940783162110343
CuMg,Cu,Mg,0.09,9.549460059612207,0.91,0.9028803662362669,0.8353739897220929,0.5505196972184841,0.16071571239646787,0.14484377678456073,0.9471394175701731,0.9486301291074679
CuMg,Cu,Mg,0.1,9.142285825338327,0.9,0.6790135517870511,0.24051904547607017,0.29402614415994965,0.1515771640241761,0.251640101944435,0.26038882615043746,0.8384718664823343
CuMg,Cu,Mg,0.11,8.75257763177384,0.89,0.40952803316118014,0.7201341301470691,0.023848459128275712,0.9557155652138445,0.6383361084843453,0.20540652390307101,0.48825511315850767
CuMg,Cu,Mg,0.12,8.380335478918758,0.88,0.8722362869837438,0.7092864171369294,0.9943518281299212,0.04798184420730889,0.5580112693978951,0.25246189043852973,0.6811174772567037
CuMg,Cu,Mg,0.13,8.025559366773068,0.87,0.4048271154055869,0.9294739228928077,0.3750872923521925,0.2621177950963579,0.651811205287734,0.014021055663363535,0.698349725439107
CuMg,Cu,Mg,0.14,7.688249295336778,0.86,0.5192281730896117,0.9544346192873634,0.7993732039029896,0.010813049513870188,0.5500390314624554,0.9664551652989063,0.152119935671586
CuMg,Cu,Mg,0.15,7.368405264609883,0.85,0.681166100410524,0.3043472732241014,0.6087845914673566,0.4400953569500299,0.8636978188811573,0.4345100476037138,0.9567455253231031
CuMg,Cu,Mg,0.16,7.066027274592387,0.84,0.6062931282836089,0.396914916974919,0.20697595841637073,0.8444222978830701,0.8706942306731146,0.5201980497363972,0.571084900311255
CuMg,Cu,Mg,0.17,6.781115325284289,0.83,0.7997547621614722,0.9942755193789535,0.08381602362911766,0.6217619749321539,0.08306704202647752,0.751013487737384,0.039643447384858255
CuMg,Cu,Mg,0.18,6.5136694166855875,0.8200000000000001,0.6786092578508562,0.9668798737151386,0.22185869167492855,0.22874215802953013,0.47787710786813276,0.17903809086971778,0.49019279450911124
CuMg,Cu,Mg,0.19,6.2636895487962825,0.81,0.902721388819213,0.7451390113064017,0.10317237752756758,0.6941524428084611,0.18764255670372088,0.20677970404170298,0.14945341911956578
CuMg,Cu,Mg,0.2,6.031175721616376,0.8,0.40303429669388413,0.3310984080200309,0.7896805013136219,0.13134007409066595,0.19790501383726333,0.8569802113113218,0.0685356269593278
CuMg,Cu,Mg,0.21,5.816127935145865,0.79,0.5205250854714482,0.03289455939196606,0.30081493934768366,0.7215161059510268,0.6097783766865907,0.16531376678175536,0.41655583813267083
CuMg,Cu,Mg,0.22,5.618546189384753,0.78,0.5589083077394194,0.5155314934037165,0.5349220503152831,0.4488721582708596,0.7723858376055598,0.4693707818757761,0.566026828099582
CuMg,Cu,Mg,0.23,5.438430484333037,0.77,0.7139533715349234,0.9483970360110251,0.12026116927961072,0.6885478254019017,0.7049190540028875,0.14438781716608728,0.33550041061248914
CuMg,Cu,Mg,0.24,5.275780819990718,0.76,0.6786790714646572,0.31809415983694567,0.43227060376661686,0.10015438261138965,0.7293776216900042,0.014426443424107704,0.09171354097931139
CuMg,Cu,Mg,0.25,5.130597196357797,0.75,0.9217499936511998,0.32436158352610256,0.638936100122029,0.8714158486596855,0.1797983293449602,0.6874291385485084,0.2262448473844233
CuMg,Cu,Mg,0.26,5.002879613434274,0.74,0.04916270534627287,0.8226525752055477,0.9235056141765203,0.928856480365387,0.2745456640146735,0.9880508042225682,0.5058194309953419
CuMg,Cu,Mg,0.27,4.892628071220147,0.73,0.3814691271776435,0.6872772750056493,0.4048531353075807,0.3627138853470282,0.9417053112446948,0.5565834811998007,0.7323479691324025
CuMg,Cu,Mg,0.28,4.799842569715418,0.72,0.8568210084063534,0.33954224799484334,0.09449826719994314,0.12539054334911182,0.23785819410860654,0.10302439980653888,0.3412149140640883
CuMg,Cu,Mg,0.29,4.724523108920087,0.71,0.15052682038804632,0.9440210488367112,0.0965548871884605,0.7338037370804589,0.9566302294659553,0.1424484133446644,0.38108241160325995
CuMg,Cu,Mg,0.3,4.666669688834151,0.7,0.8194933891394413,0.01600863098120664,0.34915590020655907,0.4198700671066994,0.15311015298222796,0.06882161283453836,0.1592982809319229
CuMg,Cu,Mg,0.31,4.626282309457615,0.69,0.8565622664607412,0.11471031131065368,0.23591710348866668,0.6146993029289298,0.26576590915306,0.16317138137025988,0.22065913731576314
CuMg,Cu,Mg,0.32,4.603360970790474,0.6799999999999999,0.44657634929998036,0.1406562171365595,0.4913790603836877,0.7250687742997476,0.27384937652377594,0.016055371550140918,0.5910406701480673
CuMg,Cu,Mg,0.33,4.597905672832732,0.6699999999999999,0.7939796895575237,0.8502792652353027,0.35153473575837224,0.15215125964779208,0.9877524139681488,0.0012351955387838176,0.9491721045399084
CuMg,Cu,Mg,0.34,4.609916415584386,0.6599999999999999,0.5478437138953323,0.7698687729599082,0.961226896190995,0.26599508020530493,0.8350553127049934,0.8215367791551611,0.03888861733520177
CuMg,Cu,Mg,0.35000000000000003,4.639393199045438,0.6499999999999999,0.7214253972502032,0.7096970908240503,0.13880056739246271,0.09982581647670052,0.26943792698322355,0.469442341140597,0.714816387213158
CuMg,Cu,Mg,0.36,4.686336023215887,0.64,0.027316702398655357,0.9379757304623474,0.172941147684207,0.44355828960052823,0.29565675015141557,0.8875173641388651,0.7159369402265898
CuMg,Cu,Mg,0.37,4.750744888095733,0.63,0.11367939771184243,0.1453525295487028,0.8751509877398929,0.8031506667970069,0.9335338748239802,0.7006602944038433,0.8358293424450663
CuMg,Cu,Mg,0.38,4.832619793684977,0.62,0.03958905789352907,0.19801139234651222,0.8861028210933364,0.795438366007385,0.7039235549982307,0.3746076640849184,0.8851888905151513
CuMg,Cu,Mg,0.39,4.931003020802697,0.61,0.3972569727824393,0.4831916251757824,0.0028677496822018256,0.6364564719526804,0.5525314251357234,0.8134887627382287,0.4352005347205341
CuMg,Cu,Mg,0.4,5.0343051919897865,0.6,0.8688688370881806,0.8975034421607107,0.9544241400819946,0.44406677850117104,0.7188199054463242,0.8490607640738275,0.9873380644665881
CuMg,Cu,Mg,0.41000000000000003,5.1391196935248455,0.59,0.9675294519077805,0.5085800790549305,0.901349880021887,0.596180723524059,0.493668945979183,0.5615610964167673,0.805301747490438
CuMg,Cu,Mg,0.42,5.245446525407876,0.5800000000000001,0.9912463780010488,0.8764099217933357,0.18220748836060585,0.22931185014853717,0.5674726455175854,0.30740864384405275,0.8447916604795079
CuMg,Cu,Mg,0.43,5.353285687638875,0.5700000000000001,0.17381255036693577,0.6487038148082135,0.4532412353205926,0.39610069755231225,0.20100441885649112,0.8110328976465245,0.7847881615885347
CuMg,Cu,Mg,0.44,5.462637180217844,0.56,0.5557165862602702,0.09584880441383403,0.952147812221452,0.5657166884109709,0.08112269198362376,0.8854716330017811,0.9459988682070718
CuMg,Cu,Mg,0.45,5.573501003144783,0.55,0.625040890279736,0.7777253273077799,0.4192318200398458,0.07532490391846203,0.6718724220170049,0.20254163002527203,0.8926233498696883
CuMg,Cu,Mg,0.46,5.685877156419692,0.54,0.3846056934064269,0.5842182002895565,0.8291472137970199,0.22200803512286604,0.12747836542320012,0.04787256776987481,0.8374133608006634
CuMg,Cu,Mg,0.47000000000000003,5.799765640042571,0.53,0.43484519112522135,0.988615104146575,0.12478137963716907,0.45757100327280464,0.8818400528720486,0.9328159859536915,0.39694174490309087
CuMg,Cu,Mg,0.48,5.915166454013417,0.52,0.6333793632102356,0.7451973176388514,0.8603346381201719,0.3228877973740104,0.4241172557051568,0.2326907894376148,0.2080682676208886
CuMg,Cu,Mg,0.49,6.032079598332236,0.51,0.609526596249236,0.7920638014430124,0.9283569649764313,0.6751998699744485,0.5557450962768538,0.44427897571219754,0.04223681510058397
CuMg,Cu,Mg,0.5,6.150505072999024,0.5,0.46207709342318926,0.18463743023980905,0.43554027663260564,0.502209076523986,0.5943801718391749,0.38271236691913424,0.6893981969355228
